file name,total expected,num of assigned genes,num of unassigned genes,ratio of assigned genes
GCF_000318015-GCF_001270295,0,4612,3398,0.5757802746566791
GCF_000319245-GCF_000340795,0,1367,87,0.9401650618982118
GCF_000319245-GCF_000340825,0,1362,82,0.943213296398892
GCF_000319245-GCF_000340865,0,1367,44,0.9688164422395464
GCF_000319245-GCF_000340905,0,1404,23,0.9838822704975473
GCF_000319575-GCF_000485905,0,2979,483,0.8604852686308492
GCF_000320365-GCF_000379845,0,3043,982,0.7560248447204969
GCF_000320405-GCF_000340885,0,4382,4222,0.5092980009298
GCF_000320405-GCF_000371625,0,4285,2624,0.6202055290201187
GCF_000320405-GCF_000401215,0,4001,2441,0.6210804098106179
GCF_000320405-GCF_000473995,0,4097,2966,0.5800651281325216
GCF_000320405-GCF_000498355,0,3840,2053,0.6516205667741388
GCF_000320405-GCF_000789395,0,3833,2198,0.6355496600895374
GCF_000320405-GCF_001458595,0,4231,2682,0.6120352958194706
GCF_000320505-GCF_000621965,0,2931,437,0.870249406175772
GCF_000321185-GCF_000380245,0,6702,2372,0.7385937844390567
GCF_000321185-GCF_000465855,0,5412,4521,0.5448504983388704
GCF_000321185-GCF_000504145,0,5435,3442,0.6122563929255379
GCF_000321185-GCF_000712595,0,5200,3449,0.6012255752110071
GCF_000321185-GCF_000723905,0,5371,3170,0.6288490809038755
GCF_000321185-GCF_000742675,0,4972,3129,0.6137513887174423
GCF_000321185-GCF_001439965,0,5753,3385,0.6295688334427665
GCF_000325665-GCF_000518245,0,3807,1173,0.7644578313253012
GCF_000327395-GCF_000376625,0,1214,258,0.8247282608695652
GCF_000327395-GCF_000875755,0,1275,261,0.830078125
GCF_000328305-GCF_000465895,0,4761,2791,0.6304290254237288
GCF_000328305-GCF_000482545,0,4817,2724,0.6387746983158732
GCF_000328305-GCF_000517125,0,4954,2954,0.6264542235710673
GCF_000328305-GCF_000520515,0,4129,2530,0.6200630725334134
GCF_000328305-GCF_000520555,0,4193,2466,0.6296741252440307
GCF_000328305-GCF_000816565,0,4293,2485,0.6333726763056949
GCF_000328305-GCF_001187915,0,4054,2540,0.6148013345465575
GCF_000328305-GCF_001247715,0,2306,4931,0.31864032057482383
GCF_000328305-GCF_001307035,0,4639,2249,0.6734901277584204
GCF_000328305-GCF_001421325,0,2300,4763,0.32564066260795693
GCF_000328305-GCF_001428335,0,5022,2652,0.6544175136825645
GCF_000328305-GCF_001428365,0,4545,2246,0.6692681490207628
GCF_000328305-GCF_001428435,0,4428,2370,0.6513680494263019
GCF_000328685-GCF_000337675,0,6859,1264,0.8443924658377446
GCF_000328685-GCF_000337695,0,6375,1746,0.7850018470631696
GCF_000328685-GCF_000784335,0,5566,2370,0.7013608870967742
GCF_000328705-GCF_000374445,0,9156,5781,0.6129744928700542
GCF_000328705-GCF_000525635,0,9844,6600,0.5986378010216492
GCF_000328705-GCF_000564855,0,8773,5497,0.6147862648913806
GCF_000328705-GCF_000716755,0,11453,5389,0.6800261251632823
GCF_000328705-GCF_000719115,0,10392,5501,0.6538727741773107
GCF_000328705-GCF_000719205,0,11016,6439,0.6311085648811229
GCF_000328705-GCF_000720955,0,9261,6348,0.593311551028253
GCF_000328705-GCF_001280085,0,11816,5386,0.6868968724566911
GCF_000328705-GCF_001302585,0,10934,7238,0.6016949152542372
GCF_000328725-GCF_000622205,0,1105,330,0.7700348432055749
GCF_000328945-GCF_000956175,0,3162,718,0.8149484536082474
GCF_000330705-GCF_000712035,0,4116,1003,0.8040632936120335
GCF_000330885-GCF_000379605,0,8036,4090,0.6627082302490517
GCF_000330885-GCF_000409565,0,5188,4183,0.5536228790950806
GCF_000330885-GCF_000510685,0,8043,4037,0.6658112582781457
GCF_000330885-GCF_000520875,0,8737,3448,0.7170291341813705
GCF_000330885-GCF_000559065,0,6238,4705,0.5700447774833227
GCF_000330885-GCF_000577275,0,8352,4053,0.6732769044740025
GCF_000330885-GCF_000744505,0,8938,3987,0.6915280464216634
GCF_000330885-GCF_000799775,0,8059,3699,0.6854056812383058
GCF_000330885-GCF_000816845,0,8740,3996,0.6862437185929648
GCF_000330885-GCF_000824785,0,7463,5192,0.5897273804820229
GCF_000330885-GCF_001014615,0,6537,5225,0.5557728277503826
GCF_000330885-GCF_001424985,0,7015,3893,0.6431059772643931
GCF_000331005-GCF_000342125,0,8764,6233,0.5843835433753417
GCF_000331005-GCF_000349325,0,11685,5447,0.6820569694139622
GCF_000331005-GCF_000367365,0,13044,6133,0.6801898107107472
GCF_000331005-GCF_000373625,0,9607,5203,0.6486833220796759
GCF_000331005-GCF_000375725,0,9992,5503,0.6448531784446596
GCF_000331005-GCF_000377525,0,9363,5485,0.6305899784482759
GCF_000331005-GCF_000384175,0,9817,5562,0.6383379933675791
GCF_000331005-GCF_000424845,0,7512,5656,0.5704738760631834
GCF_000331005-GCF_000424945,0,11561,5418,0.680899935214088
GCF_000331005-GCF_000424965,0,8365,5624,0.5979698334405604
GCF_000331005-GCF_000429085,0,9548,5386,0.6393464577474219
GCF_000331005-GCF_000470535,0,9902,5475,0.6439487546335436
GCF_000331005-GCF_000478605,0,8843,5398,0.6209535847201741
GCF_000331005-GCF_000696185,0,8411,7102,0.5421904209372784
GCF_000331005-GCF_000709915,0,10260,5018,0.6715538683073701
GCF_000331005-GCF_000710465,0,9300,7468,0.5546278625954199
GCF_000331005-GCF_000717715,0,9357,7132,0.5674692219055127
GCF_000331005-GCF_000717725,0,7858,6258,0.556673278549164
GCF_000331005-GCF_000718025,0,9030,7285,0.5534783941158443
GCF_000331005-GCF_000718095,0,10089,5492,0.6475194146717156
GCF_000331005-GCF_000718635,0,9602,6013,0.6149215497918668
GCF_000331005-GCF_000719265,0,8765,5995,0.5938346883468835
GCF_000331005-GCF_000719775,0,9627,5586,0.6328140406231513
GCF_000331005-GCF_000720475,0,10440,5883,0.6395883109722478
GCF_000331005-GCF_000720535,0,9612,5666,0.6291399397826941
GCF_000331005-GCF_000721105,0,12160,5162,0.7019974598776123
GCF_000331005-GCF_000721255,0,8229,6687,0.5516894609814964
GCF_000331005-GCF_000721265,0,9101,5807,0.6104775959216528
GCF_000331005-GCF_000721495,0,9372,6549,0.588656491426418
GCF_000331005-GCF_000744225,0,8841,7038,0.5567730965426034
GCF_000331005-GCF_000744655,0,8985,7553,0.5432942314669247
GCF_000331005-GCF_000744705,0,9179,7739,0.5425582220120582
GCF_000331005-GCF_000744785,0,8965,6699,0.5723314606741573
GCF_000331005-GCF_000744815,0,8666,6578,0.5684859616898452
GCF_000331005-GCF_000745345,0,8142,6467,0.5573276747210624
GCF_000331005-GCF_000938975,0,11134,7033,0.6128694886332361
GCF_000331005-GCF_000955975,0,8326,6572,0.5588669620083233
GCF_000331005-GCF_001279695,0,10461,6421,0.6196540694230541
GCF_000331005-GCF_001293595,0,9318,5213,0.641249741931044
GCF_000331005-GCF_001298545,0,12408,5122,0.7078151739874501
GCF_000331005-GCF_001418165,0,9576,5309,0.6433322136378905
GCF_000331005-GCF_001418415,0,10276,5511,0.6509153100652435
GCF_000331005-GCF_001418465,0,10659,6102,0.6359405763379273
GCF_000331005-GCF_001418495,0,7544,5665,0.5711257475963358
GCF_000331005-GCF_001418575,0,8912,6579,0.5753017881350462
GCF_000331025-GCF_000429985,0,4961,1634,0.7522365428354815
GCF_000331025-GCF_000711735,0,5433,1343,0.8018004722550177
GCF_000331225-GCF_000420765,0,4477,813,0.8463137996219282
GCF_000331285-GCF_000422985,0,4324,1057,0.8035681100167256
GCF_000331285-GCF_000744895,0,4406,1166,0.7907394113424264
GCF_000331285-GCF_001296025,0,4467,1143,0.7962566844919786
GCF_000331515-GCF_000940995,0,7123,2548,0.7365318994933305
GCF_000331595-GCF_000376585,0,1851,231,0.8890489913544669
GCF_000331595-GCF_000689175,0,1262,491,0.7199087278950371
GCF_000331595-GCF_000829315,0,1578,447,0.7792592592592592
GCF_000331735-GCF_000335475,0,10413,6933,0.600311310965064
GCF_000331735-GCF_000737315,0,10623,5641,0.653160354156419
GCF_000331735-GCF_001027285,0,10809,6502,0.6244006700941598
GCF_000332075-GCF_000952155,0,6642,2520,0.724950884086444
GCF_000332115-GCF_000732625,0,4790,1401,0.7737037635277015
GCF_000332115-GCF_000755305,0,4099,1692,0.7078224831635296
GCF_000332115-GCF_000831385,0,4366,1592,0.7327962403491104
GCF_000332115-GCF_001413925,0,4477,1746,0.7194279286517756
GCF_000332135-GCF_000332295,0,6970,2783,0.7146519019788783
GCF_000332735-GCF_000499705,0,3972,667,0.8562190127182583
GCF_000332735-GCF_000816085,0,3568,1044,0.7736339982653946
GCF_000332735-GCF_000972575,0,3853,1107,0.7768145161290323
GCF_000332735-GCF_001045675,0,1984,3249,0.3791324288171221
GCF_000332735-GCF_001188915,0,3624,1063,0.7732024749306593
GCF_000332735-GCF_001432245,0,3911,1044,0.7893037336024218
GCF_000332975-GCF_000333015,0,5115,2362,0.6840979002273639
GCF_000332975-GCF_000334455,0,6751,2424,0.7358038147138964
GCF_000332975-GCF_000344135,0,5997,2562,0.7006659656501928
GCF_000332975-GCF_000344155,0,6339,2072,0.7536559267625729
GCF_000332975-GCF_000347295,0,6381,2442,0.7232233934036042
GCF_000332975-GCF_000380485,0,5746,2510,0.6959786821705426
GCF_000332975-GCF_000423025,0,5114,2266,0.6929539295392954
GCF_000332975-GCF_000716975,0,7064,2270,0.7568030854938933
GCF_000332975-GCF_000717275,0,6668,2855,0.7001995169589416
GCF_000333015-GCF_000334455,0,5183,2603,0.665681993321346
GCF_000333015-GCF_000344135,0,5292,1878,0.7380753138075313
GCF_000333015-GCF_000344155,0,5108,1914,0.7274280831671889
GCF_000333015-GCF_000347295,0,4892,2542,0.6580575733118106
GCF_000333015-GCF_000380485,0,4801,2066,0.6991408184068735
GCF_000333015-GCF_000423025,0,4804,1187,0.8018694708729761
GCF_000333015-GCF_000716975,0,5349,2596,0.673253618628068
GCF_000333015-GCF_000717275,0,5127,3007,0.6303171871158102
GCF_000333335-GCF_000382485,0,4140,3053,0.5755595718059224
GCF_000333335-GCF_000427645,0,4436,3225,0.5790366792846887
GCF_000333335-GCF_000786205,0,4238,3241,0.5666532958951731
GCF_000333335-GCF_001421285,0,4392,3186,0.5795724465558195
GCF_000333335-GCF_001425405,0,4274,3031,0.58507871321013
GCF_000333335-GCF_001428865,0,4471,3462,0.5635951090381949
GCF_000333375-GCF_000349565,0,4889,1525,0.7622388525101341
GCF_000333375-GCF_000381765,0,3083,2552,0.5471162377994676
GCF_000333375-GCF_001422205,0,4688,1756,0.7274984481688392
GCF_000333375-GCF_001424385,0,5026,1312,0.7929946355317135
GCF_000333395-GCF_000380465,0,4047,2411,0.6266646020439764
GCF_000333395-GCF_000422405,0,3657,2065,0.6391121985319819
GCF_000333395-GCF_000422745,0,3483,2270,0.6054232574309056
GCF_000333395-GCF_000509385,0,4126,2007,0.6727539540192402
GCF_000333395-GCF_000582705,0,3852,2106,0.6465256797583081
GCF_000333395-GCF_000685355,0,3256,2539,0.5618636755823986
GCF_000333395-GCF_000746195,0,3949,1944,0.6701170880705922
GCF_000333395-GCF_000763375,0,3932,2208,0.6403908794788273
GCF_000333395-GCF_000799385,0,4028,1733,0.6991841694150321
GCF_000333395-GCF_000802305,0,4411,2557,0.6330367393800229
GCF_000333395-GCF_000826185,0,3901,2511,0.6083905177791641
GCF_000333395-GCF_000956415,0,4149,2118,0.6620392532312112
GCF_000333395-GCF_000956465,0,4541,2436,0.6508528020639244
GCF_000333395-GCF_000956475,0,4335,2297,0.653648974668275
GCF_000333395-GCF_000956505,0,4365,2443,0.6411574618096357
GCF_000333395-GCF_000956535,0,3752,1968,0.6559440559440559
GCF_000333395-GCF_000956575,0,4173,2217,0.6530516431924883
GCF_000333395-GCF_000967865,0,4284,2387,0.6421825813221406
GCF_000333395-GCF_001262495,0,4212,2234,0.6534284827800186
GCF_000333395-GCF_001278365,0,3964,1867,0.6798147830560796
GCF_000333395-GCF_001314225,0,4241,3009,0.5849655172413794
GCF_000333395-GCF_001422925,0,4610,2461,0.6519587045679536
GCF_000333395-GCF_001426925,0,3584,2074,0.6334393778720396
GCF_000333395-GCF_001427145,0,4144,1981,0.6765714285714286
GCF_000333395-GCF_001427525,0,4342,2338,0.65
GCF_000333395-GCF_001428485,0,4153,1933,0.6823858034834045
GCF_000333435-GCF_000383315,0,4618,2754,0.6264243081931633
GCF_000333435-GCF_000421145,0,4531,3305,0.5782286881061767
GCF_000333435-GCF_000633535,0,4614,3052,0.601878424210801
GCF_000333435-GCF_000938265,0,4597,2506,0.647191327608053
GCF_000333435-GCF_001423185,0,4188,2875,0.5929491717400538
GCF_000333435-GCF_001423695,0,4413,2987,0.5963513513513513
GCF_000333435-GCF_001424905,0,3842,2749,0.5829160977089971
GCF_000333435-GCF_001425085,0,4187,2746,0.6039232655416126
GCF_000333435-GCF_001425325,0,4152,2622,0.6129317980513729
GCF_000333435-GCF_001428745,0,4445,2771,0.6159922394678492
GCF_000333455-GCF_000336555,0,5698,2974,0.6570571955719557
GCF_000333455-GCF_000344805,0,7118,4439,0.615903781258112
GCF_000333455-GCF_000379145,0,6980,5944,0.5400804704425874
GCF_000333455-GCF_000426105,0,6518,4273,0.604021870076916
GCF_000333455-GCF_000426265,0,7064,5402,0.5666613187871009
GCF_000333455-GCF_000472385,0,6906,5188,0.5710269555151315
GCF_000333455-GCF_000472425,0,6789,5293,0.5619102797550074
GCF_000333455-GCF_000472925,0,7048,6288,0.528494301139772
GCF_000333455-GCF_000473125,0,7182,6033,0.5434733257661748
GCF_000333455-GCF_000515415,0,6869,4904,0.5834536651660579
GCF_000333455-GCF_000701345,0,6073,4536,0.572438495616929
GCF_000333455-GCF_000938255,0,7008,5212,0.5734860883797054
GCF_000333455-GCF_000938305,0,6887,4677,0.5955551712210307
GCF_000333455-GCF_001295845,0,7516,2410,0.7572033044529518
GCF_000333455-GCF_001425835,0,5677,3284,0.6335230443030911
GCF_000333615-GCF_000768065,0,5040,3254,0.6076681938750904
GCF_000333615-GCF_000799305,0,5962,4177,0.5880264325870401
GCF_000333615-GCF_000969605,0,5683,3919,0.5918558633617996
GCF_000333615-GCF_001017435,0,5207,4210,0.552936179250292
GCF_000333615-GCF_001293525,0,5446,3885,0.5836459114778695
GCF_000333675-GCF_000739875,0,4554,3197,0.5875370919881305
GCF_000333675-GCF_000739995,0,4368,3260,0.572627163083377
GCF_000333755-GCF_000423305,0,4402,2260,0.6607625337736416
GCF_000333755-GCF_000621385,0,5034,1644,0.7538185085354897
GCF_000333755-GCF_000701265,0,4926,1742,0.73875224955009
GCF_000333755-GCF_000756815,0,4459,2695,0.6232876712328768
GCF_000333755-GCF_000770585,0,3630,2314,0.610699865410498
GCF_000333755-GCF_000953135,0,4861,2321,0.6768309663046506
GCF_000334155-GCF_000513115,0,4542,2858,0.6137837837837837
GCF_000334155-GCF_000586495,0,4669,2764,0.628144759854702
GCF_000334405-GCF_000348805,0,1049,65,0.9416517055655296
GCF_000334405-GCF_000471965,0,989,95,0.9123616236162362
GCF_000334455-GCF_000344135,0,6061,2807,0.683468651330627
GCF_000334455-GCF_000344155,0,6541,2179,0.7501146788990826
GCF_000334455-GCF_000347295,0,6373,2759,0.6978756022777047
GCF_000334455-GCF_000380485,0,6010,2555,0.7016929363689434
GCF_000334455-GCF_000423025,0,5193,2496,0.6753804135778385
GCF_000334455-GCF_000716975,0,7321,2322,0.7592035673545577
GCF_000334455-GCF_000717275,0,6866,2966,0.6983319772172498
GCF_000334895-GCF_000336675,0,4695,1796,0.7233091973501772
GCF_000334895-GCF_000336915,0,5089,1444,0.7789683147099342
GCF_000334895-GCF_000336935,0,5191,1884,0.7337102473498234
GCF_000334915-GCF_000632805,0,5739,2525,0.69445788964182
GCF_000334915-GCF_000725385,0,5541,2408,0.6970688136872563
GCF_000334915-GCF_000964085,0,5208,2674,0.6607460035523979
GCF_000334915-GCF_001182895,0,5086,2211,0.6969987666164177
GCF_000334915-GCF_001428405,0,5315,2262,0.7014649597466015
GCF_000335475-GCF_000737315,0,11209,6719,0.625223114680946
GCF_000335475-GCF_001027285,0,12752,6223,0.6720421607378129
GCF_000335715-GCF_001037925,0,5089,1522,0.7697776433217365
GCF_000335815-GCF_000344615,0,7803,3262,0.7051965657478536
GCF_000335815-GCF_000622895,0,4661,4326,0.5186380327139201
GCF_000335815-GCF_000632025,0,8058,3223,0.7142983778033862
GCF_000335815-GCF_000723165,0,7496,3450,0.6848163712771789
GCF_000335815-GCF_000818395,0,5900,4510,0.5667627281460135
GCF_000335815-GCF_001189955,0,5708,4788,0.5438262195121951
GCF_000335815-GCF_001191005,0,8169,2960,0.734028214574535
GCF_000335815-GCF_001425265,0,8937,3067,0.7445018327224259
GCF_000336255-GCF_000438825,0,6773,2773,0.7095118374188142
GCF_000336255-GCF_000585195,0,2248,4602,0.3281751824817518
GCF_000336255-GCF_000599885,0,6132,2126,0.7425526761927828
GCF_000336255-GCF_000688655,0,5276,2606,0.6693732555189038
GCF_000336255-GCF_000737905,0,6191,2730,0.6939804954601502
GCF_000336255-GCF_000759475,0,6645,1865,0.7808460634547592
GCF_000336255-GCF_000951135,0,6379,2311,0.7340621403912543
GCF_000336255-GCF_001006005,0,6561,3288,0.6661590009137983
GCF_000336495-GCF_000576675,0,5785,1793,0.7633940353655319
GCF_000336495-GCF_001444405,0,5558,2130,0.7229448491155047
GCF_000336495-GCF_001455325,0,5454,1642,0.7686020293122886
GCF_000336555-GCF_000344805,0,6677,4428,0.6012606933813598
GCF_000336555-GCF_000379145,0,7090,5382,0.5684733803720333
GCF_000336555-GCF_000426105,0,6679,3660,0.6460005803269175
GCF_000336555-GCF_000426265,0,7044,4970,0.5863159647078409
GCF_000336555-GCF_000472385,0,6744,4898,0.5792819103246865
GCF_000336555-GCF_000472425,0,6764,4866,0.5815993121238177
GCF_000336555-GCF_000472925,0,6935,5949,0.5382645141260478
GCF_000336555-GCF_000473125,0,7243,5520,0.5674998041212881
GCF_000336555-GCF_000515415,0,6853,4468,0.605335217736949
GCF_000336555-GCF_000701345,0,6476,3681,0.6375898395195432
GCF_000336555-GCF_000938255,0,6984,4784,0.5934738273283481
GCF_000336555-GCF_000938305,0,6943,4169,0.624820014398848
GCF_000336555-GCF_001295845,0,6221,3253,0.6566392231370065
GCF_000336555-GCF_001425835,0,6374,2135,0.7490891996709367
GCF_000336695-GCF_000336915,0,4430,1705,0.7220863895680522
GCF_000336695-GCF_000336935,0,4631,2046,0.6935749588138386
GCF_000336695-GCF_000755245,0,4763,1616,0.7466687568584418
GCF_000336755-GCF_000337815,0,5620,1397,0.8009120706854781
GCF_000336915-GCF_000336935,0,5468,1694,0.7634738899748673
GCF_000337075-GCF_000337395,0,4891,812,0.8576187971243205
GCF_000337075-GCF_000513435,0,2872,2195,0.5668048154726663
GCF_000337075-GCF_000746205,0,4197,1179,0.7806919642857143
GCF_000337215-GCF_000337555,0,5675,2477,0.6961481844946026
GCF_000337215-GCF_000337715,0,5993,1956,0.7539313121147314
GCF_000337215-GCF_000383975,0,6712,1975,0.7726487855416139
GCF_000337215-GCF_000455345,0,5720,2109,0.7306169370289948
GCF_000337215-GCF_000455365,0,5460,2234,0.7096438783467637
GCF_000337215-GCF_000731985,0,5416,2308,0.7011910926980839
GCF_000337355-GCF_000337915,0,4843,1443,0.7704422526248806
GCF_000337355-GCF_000739595,0,5067,1462,0.7760759687547863
GCF_000337355-GCF_000746205,0,4189,1592,0.7246151184916104
GCF_000337395-GCF_000513435,0,2842,2314,0.5512024825446082
GCF_000337395-GCF_000746205,0,4233,1232,0.7745654162854528
GCF_000337555-GCF_000337715,0,5264,2521,0.6761721258831085
GCF_000337555-GCF_000383975,0,5778,2745,0.6779303062302007
GCF_000337555-GCF_000455345,0,5424,2241,0.7076320939334638
GCF_000337555-GCF_000455365,0,5477,2053,0.7273572377158034
GCF_000337555-GCF_000731985,0,5247,2313,0.694047619047619
GCF_000337675-GCF_000337695,0,6228,1974,0.75932699341624
GCF_000337675-GCF_000784335,0,5626,2391,0.7017587626294125
GCF_000337695-GCF_000784335,0,5662,2353,0.7064254522769806
GCF_000337715-GCF_000383975,0,6306,2014,0.7579326923076923
GCF_000337715-GCF_000455345,0,5255,2207,0.7042347896006432
GCF_000337715-GCF_000455365,0,5051,2276,0.6893680906237205
GCF_000337715-GCF_000731985,0,5130,2227,0.697295093108604
GCF_000337915-GCF_000739595,0,5019,1372,0.7853231106243155
GCF_000337915-GCF_000746205,0,4228,1415,0.7492468545100124
GCF_000338055-GCF_000576425,0,4389,1875,0.7006704980842912
GCF_000340435-GCF_000455305,0,5895,2716,0.684589478573917
GCF_000340435-GCF_000613245,0,6064,2803,0.6838840645088531
GCF_000340435-GCF_000759695,0,5768,2595,0.6897046514408705
GCF_000340435-GCF_000975265,0,3336,2363,0.5853658536585366
GCF_000340435-GCF_001021505,0,5642,2650,0.6804148576941631
GCF_000340435-GCF_001417955,0,6564,3564,0.6481042654028436
GCF_000340565-GCF_000582685,0,6988,3997,0.6361401911697769
GCF_000340795-GCF_000340825,0,1426,28,0.9807427785419532
GCF_000340795-GCF_000340865,0,1322,99,0.9303307529908516
GCF_000340795-GCF_000340905,0,1339,98,0.9318023660403618
GCF_000340825-GCF_000340865,0,1319,92,0.9347980155917789
GCF_000340825-GCF_000340905,0,1338,89,0.9376313945339874
GCF_000340865-GCF_000340905,0,1341,53,0.9619799139167863
GCF_000340885-GCF_000371625,0,6072,3511,0.6336220390274444
GCF_000340885-GCF_000401215,0,4891,4225,0.5365291794646775
GCF_000340885-GCF_000473995,0,6435,3302,0.6608811748998665
GCF_000340885-GCF_000498355,0,4407,4160,0.5144157814871017
GCF_000340885-GCF_000789395,0,4522,4183,0.5194715680643308
GCF_000340885-GCF_001458595,0,6156,3431,0.6421195368728486
GCF_000340965-GCF_000341005,0,6777,1914,0.7797721781152916
GCF_000340965-GCF_000341025,0,6914,2141,0.7635560463832137
GCF_000340965-GCF_000341065,0,6942,2346,0.7474160206718347
GCF_000340965-GCF_000341085,0,7645,2891,0.7256074411541382
GCF_000340965-GCF_000341105,0,6789,3228,0.677747828691225
GCF_000340965-GCF_000341125,0,6591,2807,0.7013194296658863
GCF_000340965-GCF_000341145,0,7478,1277,0.8541404911479155
GCF_000340965-GCF_000341165,0,6023,3157,0.6561002178649238
GCF_000340965-GCF_000341205,0,6781,2947,0.6970600328947368
GCF_000340965-GCF_000515115,0,6031,2302,0.7237489499579983
GCF_000340965-GCF_001279585,0,7078,2813,0.7156000404408047
GCF_000341005-GCF_000341025,0,6587,2405,0.7325400355871886
GCF_000341005-GCF_000341065,0,6986,2239,0.757289972899729
GCF_000341005-GCF_000341085,0,7780,2693,0.7428625990642604
GCF_000341005-GCF_000341105,0,6680,3274,0.6710870002009243
GCF_000341005-GCF_000341125,0,6544,2791,0.7010176754151044
GCF_000341005-GCF_000341145,0,6816,1876,0.7841693511274735
GCF_000341005-GCF_000341165,0,5927,3190,0.6501042009432928
GCF_000341005-GCF_000341205,0,6588,3077,0.6816347646145887
GCF_000341005-GCF_000515115,0,5991,2279,0.7244256348246675
GCF_000341005-GCF_001279585,0,7075,2753,0.7198819698819698
GCF_000341025-GCF_000341065,0,6866,2723,0.7160287829804984
GCF_000341025-GCF_000341085,0,7850,2987,0.7243702131586233
GCF_000341025-GCF_000341105,0,6804,3514,0.6594301221166893
GCF_000341025-GCF_000341125,0,6752,2947,0.6961542427054336
GCF_000341025-GCF_000341145,0,7073,1983,0.7810291519434629
GCF_000341025-GCF_000341165,0,6165,3316,0.6502478641493513
GCF_000341025-GCF_000341205,0,6792,3237,0.6772360155548908
GCF_000341025-GCF_000515115,0,5906,2728,0.6840398424832059
GCF_000341025-GCF_001279585,0,7131,3061,0.6996664050235479
GCF_000341045-GCF_000373005,0,7774,3760,0.6740072828160222
GCF_000341045-GCF_000473465,0,8679,3889,0.6905633354551242
GCF_000341045-GCF_000684975,0,8081,3464,0.6999566912083153
GCF_000341045-GCF_000685015,0,8891,4371,0.6704117026089579
GCF_000341065-GCF_000341085,0,8332,2738,0.7526648599819331
GCF_000341065-GCF_000341105,0,7355,3196,0.6970903231921145
GCF_000341065-GCF_000341125,0,7282,2650,0.7331856625050343
GCF_000341065-GCF_000341145,0,7019,2270,0.7556249327161159
GCF_000341065-GCF_000341165,0,6445,3269,0.6634753963351864
GCF_000341065-GCF_000341205,0,7078,3184,0.6897290976417852
GCF_000341065-GCF_000515115,0,6343,2524,0.7153490470283073
GCF_000341065-GCF_001279585,0,7800,2625,0.7482014388489209
GCF_000341085-GCF_000341105,0,8169,3630,0.6923468090516145
GCF_000341085-GCF_000341125,0,7920,3260,0.7084078711985689
GCF_000341085-GCF_000341145,0,7816,2721,0.7417671063870171
GCF_000341085-GCF_000341165,0,7115,3847,0.6490603904397008
GCF_000341085-GCF_000341205,0,8086,3424,0.70251954821894
GCF_000341085-GCF_000515115,0,6929,3186,0.6850222441917944
GCF_000341085-GCF_001279585,0,8755,2918,0.750021416945087
GCF_000341105-GCF_000341125,0,7142,3519,0.6699183941468906
GCF_000341105-GCF_000341145,0,6859,3159,0.6846675983230186
GCF_000341105-GCF_000341165,0,7196,3247,0.6890740208752274
GCF_000341105-GCF_000341205,0,8446,2545,0.7684469111090892
GCF_000341105-GCF_000515115,0,6264,3332,0.6527719883284702
GCF_000341105-GCF_001279585,0,7612,3542,0.6824457593688363
GCF_000341125-GCF_000341145,0,6656,2743,0.7081604426002767
GCF_000341125-GCF_000341165,0,6520,3304,0.6636807817589576
GCF_000341125-GCF_000341205,0,7076,3296,0.6822213652140378
GCF_000341125-GCF_000515115,0,6444,2533,0.7178344658571906
GCF_000341125-GCF_001279585,0,7813,2722,0.7416231608922639
GCF_000341145-GCF_000341165,0,6072,3109,0.6613658642849363
GCF_000341145-GCF_000341205,0,6831,2898,0.7021276595744681
GCF_000341145-GCF_000515115,0,5978,2356,0.7173026157907367
GCF_000341145-GCF_001279585,0,7136,2756,0.7213910230489284
GCF_000341165-GCF_000341205,0,7195,2959,0.7085877486704747
GCF_000341165-GCF_000515115,0,5721,3038,0.6531567530540016
GCF_000341165-GCF_001279585,0,6795,3522,0.6586216923524281
GCF_000341205-GCF_000515115,0,6270,3037,0.6736864725475449
GCF_000341205-GCF_001279585,0,7540,3325,0.693971468016567
GCF_000341345-GCF_000525655,0,3218,1700,0.6543310288735258
GCF_000341345-GCF_000819445,0,3909,1318,0.7478477137937631
GCF_000341345-GCF_000835165,0,4082,1129,0.7833429284206487
GCF_000341345-GCF_001021045,0,3864,1381,0.736701620591039
GCF_000341355-GCF_000341385,0,2259,534,0.8088077336197637
GCF_000341355-GCF_000384965,0,2093,523,0.8000764525993884
GCF_000341355-GCF_000385435,0,2172,566,0.7932797662527392
GCF_000341355-GCF_000706625,0,2199,452,0.8294983025273481
GCF_000341355-GCF_000706645,0,2082,450,0.8222748815165877
GCF_000341355-GCF_001281405,0,2015,466,0.8121725110842403
GCF_000341355-GCF_001426565,0,2194,3992,0.354671839637892
GCF_000341385-GCF_000384965,0,2209,552,0.8000724375226367
GCF_000341385-GCF_000385435,0,2319,564,0.8043704474505723
GCF_000341385-GCF_000706625,0,2363,433,0.8451359084406295
GCF_000341385-GCF_000706645,0,2158,519,0.8061262607396339
GCF_000341385-GCF_001281405,0,2032,594,0.7738004569687738
GCF_000341385-GCF_001426565,0,2259,4072,0.35681566893065864
GCF_000341735-GCF_000372865,0,5125,3244,0.6123790178037998
GCF_000341735-GCF_000383855,0,5426,3047,0.6403871120028325
GCF_000341735-GCF_000427625,0,5086,3345,0.603249911042581
GCF_000341735-GCF_000527095,0,4821,3084,0.6098671726755218
GCF_000341795-GCF_000389715,0,6261,2849,0.6872667398463227
